Log file open, 09/12/23 16:21:15
LogShaderCompilers: Display: Worker (12/13) finished batch of 10 jobs in 70.622s, FPersistentClusterCull_CS [WorkerTime=35.520s], FLumenRadiositySpatialFilterProbeRadiance [WorkerTime=13.221s], FReflectionEnvironmentSkyLightingPS [WorkerTime=8.945s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=5.095s], FFixupBordersAndGenerateMipsCS [WorkerTime=2.276s], FVisiblityRasterComputeCS [WorkerTime=2.167s], FInstanceCull_CS [WorkerTime=2.008s], FVisiblityRasterComputeCS [WorkerTime=0.906s], FBuildRadiosityTilesCS [WorkerTime=0.324s], FIcvfxWarpPS [WorkerTime=0.022s]
LogShaderCompilers: Display: Worker (7/13) finished batch of 10 jobs in 63.573s, FPersistentClusterCull_CS [WorkerTime=32.259s], FDeferredLightPS [WorkerTime=10.306s], FMicropolyRasterizeCS [WorkerTime=5.498s], FReflectionEnvironmentSkyLightingPS [WorkerTime=5.347s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=2.543s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=2.157s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=2.064s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=2.032s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=1.237s], FIcvfxWarpPS [WorkerTime=0.026s]
LogShaderCompilers: Display: Worker (6/13) finished batch of 10 jobs in 68.877s, FReflectionEnvironmentSkyLightingPS [WorkerTime=17.441s], FReflectionEnvironmentSkyLightingPS [WorkerTime=13.871s], FDeferredLightPS [WorkerTime=12.333s], FReflectionEnvironmentSkyLightingPS [WorkerTime=11.055s], FReflectionEnvironmentSkyLightingPS [WorkerTime=8.298s], FSubsurfaceIndirectDispatchCS [WorkerTime=3.958s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=1.248s], FHdrCustomResolve4xPS [WorkerTime=0.318s], FHdrCustomResolve2xPS [WorkerTime=0.240s], FIcvfxWarpPS [WorkerTime=0.023s]
LogShaderCompilers: Display: Worker (4/13) finished batch of 10 jobs in 68.364s, FReflectionEnvironmentSkyLightingPS [WorkerTime=17.364s], FReflectionEnvironmentSkyLightingPS [WorkerTime=16.223s], FReflectionEnvironmentSkyLightingPS [WorkerTime=14.972s], FScreenProbeTraceMeshSDFsCS [WorkerTime=5.922s], FVolumetricFogLightScatteringCS [WorkerTime=5.512s], FReflectionEnvironmentSkyLightingPS [WorkerTime=5.167s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=1.486s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=1.430s], FIcvfxWarpPS [WorkerTime=0.176s], FIcvfxWarpPS [WorkerTime=0.025s]
LogShaderCompilers: Display: Worker (1/13) finished batch of 10 jobs in 66.599s, FReflectionEnvironmentSkyLightingPS [WorkerTime=16.609s], FReflectionEnvironmentSkyLightingPS [WorkerTime=15.477s], FReflectionEnvironmentSkyLightingPS [WorkerTime=10.398s], FReflectionEnvironmentSkyLightingPS [WorkerTime=10.025s], FReflectionEnvironmentSkyLightingPS [WorkerTime=4.765s], FReflectionEnvironmentSkyLightingPS [WorkerTime=3.753s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=2.149s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=2.044s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=1.164s], FIcvfxWarpPS [WorkerTime=0.060s]
LogShaderCompilers: Display: Worker (8/13) finished batch of 10 jobs in 79.452s, FReflectionEnvironmentSkyLightingPS [WorkerTime=16.837s], FReflectionEnvironmentSkyLightingPS [WorkerTime=15.830s], FReflectionEnvironmentSkyLightingPS [WorkerTime=13.722s], FReflectionEnvironmentSkyLightingPS [WorkerTime=13.555s], FReflectionEnvironmentSkyLightingPS [WorkerTime=8.976s], FReflectionEnvironmentSkyLightingPS [WorkerTime=4.841s], FReflectionEnvironmentSkyLightingPS [WorkerTime=4.835s], FCompactCulledObjectsCS [WorkerTime=0.351s], FCompactVisibleInstancesCs [WorkerTime=0.338s], FIcvfxWarpPS [WorkerTime=0.069s]
LogShaderCompilers: Display: Worker (12/13) finished batch of 10 jobs in 77.631s, FScreenProbeIntegrateCS [WorkerTime=21.086s], FReflectionEnvironmentSkyLightingPS [WorkerTime=16.222s], FReflectionEnvironmentSkyLightingPS [WorkerTime=15.086s], FReflectionEnvironmentSkyLightingPS [WorkerTime=9.201s], FReflectionEnvironmentSkyLightingPS [WorkerTime=5.002s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=4.472s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=3.674s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=2.400s], FHairInterpolationCS [WorkerTime=0.291s], FIcvfxWarpPS [WorkerTime=0.060s]
LogShaderCompilers: Display: Worker (9/13) finished batch of 10 jobs in 78.048s, FReflectionEnvironmentSkyLightingPS [WorkerTime=16.502s], FReflectionEnvironmentSkyLightingPS [WorkerTime=15.032s], FReflectionEnvironmentSkyLightingPS [WorkerTime=14.860s], FReflectionEnvironmentSkyLightingPS [WorkerTime=14.182s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=6.572s], FReflectionEnvironmentSkyLightingPS [WorkerTime=5.511s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=4.016s], FTonemapCS [WorkerTime=0.725s], FVisBufferShadingCS [WorkerTime=0.402s], FIcvfxWarpPS [WorkerTime=0.073s]
LogShaderCompilers: Display: Worker (13/13) finished batch of 10 jobs in 397.476s, FClusteredShadingPS [WorkerTime=384.065s], FGTAOHorizonSearchAndIntegrateCS [WorkerTime=4.172s], FAmbientOcclusionPS [WorkerTime=2.803s], FAmbientOcclusionPS [WorkerTime=2.327s], FInstanceCull_CS [WorkerTime=2.101s], FGTAOSpatialFilterCS [WorkerTime=0.699s], FCapsuleShadowingUpsamplePS [WorkerTime=0.487s], FDiaphragmDOFPostfilterCS [WorkerTime=0.428s], FHdrCustomResolveFMask4xPS [WorkerTime=0.285s], FIcvfxWarpPS [WorkerTime=0.025s]
LogShaderCompilers: Display: Worker (4/13) finished batch of 10 jobs in 61.844s, FDeferredLightPS [WorkerTime=13.824s], FDeferredLightPS [WorkerTime=13.389s], FDeferredLightPS [WorkerTime=12.911s], FDeferredLightPS [WorkerTime=12.593s], FInstanceCull_CS [WorkerTime=5.259s], FDeferredLightPS [WorkerTime=1.970s], FMeshSDFObjectCullPS [WorkerTime=0.874s], FTonemapPS [WorkerTime=0.445s], FSceneCapturePS [WorkerTime=0.345s], FIcvfxWarpPS [WorkerTime=0.103s]
LogShaderCompilers: Display: Worker (6/13) finished batch of 10 jobs in 96.411s, FTraceIndirectLightingProbeHierarchyCS [WorkerTime=30.727s], FDeferredLightPS [WorkerTime=12.719s], FDeferredLightPS [WorkerTime=12.216s], FDeferredLightPS [WorkerTime=11.945s], FDeferredLightPS [WorkerTime=11.790s], FDeferredLightPS [WorkerTime=10.617s], FDeferredLightPS [WorkerTime=2.645s], FDeferredLightPS [WorkerTime=2.396s], FColorCorrectRegionMaterialPS [WorkerTime=1.162s], FIcvfxWarpPS [WorkerTime=0.066s]
LogShaderCompilers: Display: Worker (8/13) finished batch of 10 jobs in 65.345s, FPersistentClusterCull_CS [WorkerTime=25.813s], FDeferredLightPS [WorkerTime=18.229s], FDeferredLightPS [WorkerTime=11.487s], FScreenProbeTraceMeshSDFsCS [WorkerTime=4.852s], FVisBufferShadingCS [WorkerTime=1.432s], FLumenSceneDirectLightingTraceDistanceFieldShadowsCS [WorkerTime=0.992s], FClearProbePDFs [WorkerTime=0.962s], FColorCorrectRegionMaterialPS [WorkerTime=0.953s], FHZBBuildCS [WorkerTime=0.348s], FIcvfxWarpPS [WorkerTime=0.095s]
LogShaderCompilers: Display: Worker (1/13) finished batch of 10 jobs in 69.716s, FPersistentClusterCull_CS [WorkerTime=42.246s], FScreenProbeIntegrateCS [WorkerTime=21.108s], FScatterLeafProbesCS [WorkerTime=2.137s], FScreenProbeTraceVoxelsCS [WorkerTime=1.600s], FMeshSDFObjectCullPS [WorkerTime=0.581s], FMeshSDFObjectCullPS [WorkerTime=0.476s], FCullHeightfieldObjectsForViewCS [WorkerTime=0.443s], FAccumulateCubeFacesPS [WorkerTime=0.440s], FClearProbeIndirectionCS [WorkerTime=0.348s], FIcvfxWarpPS [WorkerTime=0.203s]
LogShaderCompilers: Display: Worker (6/13) finished batch of 10 jobs in 73.445s, FDiaphragmDOFGatherCS [WorkerTime=37.898s], FReflectionTraceMeshSDFsCS [WorkerTime=8.613s], FLumenCardTraceProbeCS [WorkerTime=6.871s], FDilateProbeResolveTilesCS [WorkerTime=5.893s], FLumenTraceProbeOcclusionCS [WorkerTime=5.819s], FInstanceCull_CS [WorkerTime=4.531s], FLumenTraceProbeOcclusionCS [WorkerTime=2.297s], FLumenDirectLightingSampleShadowMapCS [WorkerTime=1.109s], FEmitCubemapShadowVS [WorkerTime=0.193s], FIcvfxWarpPS [WorkerTime=0.096s]
LogShaderCompilers: Display: Worker (5/13) finished batch of 10 jobs in 585.260s, FClusteredShadingPS [WorkerTime=582.474s], FHairVisibilityDepthPS [WorkerTime=0.362s], FDMXPixelMappingRendererPS [WorkerTime=0.314s], FBinkDrawICtCpPS [WorkerTime=0.187s], FBinkDrawICtCpPS [WorkerTime=0.182s], FBinkDrawICtCpPS [WorkerTime=0.174s], FBinkDrawYCbCrPS [WorkerTime=0.172s], FBinkDrawYCbCrPS [WorkerTime=0.167s], FClearReplacementVS [WorkerTime=0.165s], FBinkDrawVS [WorkerTime=0.161s]
LogShaderCompilers: Error: SCW 10 Queued Jobs, Finished 4 single jobs
LogShaderCompilers: Error: Job 0 [Single] Global/FIcvfxWarpPS/2919:/Plugin/nDisplay/Private/MPCDIOverlayShaders.usf Type 'FIcvfxWarpPS' '/Plugin/nDisplay/Private/MPCDIOverlayShaders.usf' Entry 'IcvfxWarpPS' Permutation 2919 
LogShaderCompilers: Error: Job 1 [Single] Global/FInstanceCull_CS/377:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 377 
LogShaderCompilers: Error: Job 2 [Single] Global/FInstanceCull_CS/382:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 382 
LogShaderCompilers: Error: Job 3 [Single] Global/FInstanceCull_CS/383:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 383 
LogShaderCompilers: Error: Job 4 [Single] Global/FInstanceCull_CS/449:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 449 
LogShaderCompilers: Error: Job 5 [Single] Global/FInstanceCull_CS/455:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 455 
LogShaderCompilers: Error: Job 6 [Single] Global/FInstanceCull_CS/456:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 456 
LogShaderCompilers: Error: Job 7 [Single] Global/FInstanceCull_CS/459:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 459 
LogShaderCompilers: Error: Job 8 [Single] Global/FInstanceCull_CS/460:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 460 
LogShaderCompilers: Error: Job 9 [Single] Global/FInstanceCull_CS/465:/Engine/Private/Nanite/NaniteInstanceCulling.usf Type 'FInstanceCull_CS' '/Engine/Private/Nanite/NaniteInstanceCulling.usf' Entry 'InstanceCull' Permutation 465 
LogShaderCompilers: Error: Crash inside the platform compiler!
Internal error or exception inside dxcompiler.dll
0x00007ffbc94f23df ntdll.dll!UnknownFunction []
0x00007ffbc94a14b4 ntdll.dll!UnknownFunction []
0x00007ffbc94f0eee ntdll.dll!UnknownFunction []
0x00007ffaf8146c84 dxcompiler.dll!UnknownFunction []
0x00007ffaf8272c57 dxcompiler.dll!UnknownFunction []
0x00007ffaf827dac1 dxcompiler.dll!UnknownFunction []
0x00007ffaf827d1f7 dxcompiler.dll!UnknownFunction []
0x00007ffaf827676e dxcompiler.dll!UnknownFunction []
0x00007ffaf84fee8c dxcompiler.dll!UnknownFunction []
0x00007ffaf84fd14c dxcompiler.dll!UnknownFunction []
0x00007ffaf84fcfcf dxcompiler.dll!UnknownFunction []
0x00007ffaf8529677 dxcompiler.dll!UnknownFunction []
0x00007ffaf83c3c6e dxcompiler.dll!UnknownFunction []
0x00007ffaf83c50f9 dxcompiler.dll!UnknownFunction []
0x00007ffaf92994ae dxcompiler.dll!UnknownFunction []
0x00007ffaf9299319 dxcompiler.dll!UnknownFunction []
0x00007ffaf929a1c7 dxcompiler.dll!UnknownFunction []
0x00007ffaf92605ac dxcompiler.dll!UnknownFunction []
0x00007ffaf925fe39 dxcompiler.dll!UnknownFunction []
0x00007ffaf8563b50 dxcompiler.dll!UnknownFunction []
0x00007ffaf8563d94 dxcompiler.dll!UnknownFunction []
0x00007ffaf85568c4 dxcompiler.dll!UnknownFunction []
0x00007ffaf8e815aa dxcompiler.dll!UnknownFunction []
0x00007ffaf86ba138 dxcompiler.dll!UnknownFunction []
0x00007ffaf8556000 dxcompiler.dll!UnknownFunction []
0x00007ffaf86ba08e dxcompiler.dll!UnknownFunction []
0x00007ffaf80d5d10 dxcompiler.dll!UnknownFunction []
0x00007ffad3ff34fd ShaderCompileWorker-ShaderFormatD3D.dll!InnerDXCCompileWrapper() []
0x00007ffad3ff1593 ShaderCompileWorker-ShaderFormatD3D.dll!D3DCompileToDxil() []
0x00007ffad3fe9ce6 ShaderCompileWorker-ShaderFormatD3D.dll!CompileAndProcessD3DShaderDXC() []
0x00007ffad3ff037b ShaderCompileWorker-ShaderFormatD3D.dll!CompileD3DShader() []
0x00007ffad3ff0da0 ShaderCompileWorker-ShaderFormatD3D.dll!CompileShader_Windows() []
0x00007ffad3ff0ba5 ShaderCompileWorker-ShaderFormatD3D.dll!FShaderFormatD3D::CompileShader() []
0x00007ff7843c8bc3 ShaderCompileWorker.exe!ProcessCompilationJob() []
0x00007ff7843ca98e ShaderCompileWorker.exe!FWorkLoop::ProcessInputFromArchive() []
0x00007ff7843c5523 ShaderCompileWorker.exe!FWorkLoop::Loop() []
0x00007ff7843c2c03 ShaderCompileWorker.exe!GuardedMain() []
0x00007ff7843c2e5d ShaderCompileWorker.exe!GuardedMainWrapper() []
0x00007ff7843d2a4d ShaderCompileWorker.exe!wmain() []
0x00007ff7843d400c ShaderCompileWorker.exe!__scrt_common_main_seh() []
0x00007ffbc80a7614 KERNEL32.DLL!UnknownFunction []
0x00007ffbc94a26b1 ntdll.dll!UnknownFunction []

Message dialog closed, result: Ok, title: Message, text: Crash inside the platform compiler!
Internal error or exception inside dxcompiler.dll
0x00007ffbc94f23df ntdll.dll!UnknownFunction []
0x00007ffbc94a14b4 ntdll.dll!UnknownFunction []
0x00007ffbc94f0eee ntdll.dll!UnknownFunction []
0x00007ffaf8146c84 dxcompiler.dll!UnknownFunction []
0x00007ffaf8272c57 dxcompiler.dll!UnknownFunction []
0x00007ffaf827dac1 dxcompiler.dll!UnknownFunction []
0x00007ffaf827d1f7 dxcompiler.dll!UnknownFunction []
0x00007ffaf827676e dxcompiler.dll!UnknownFunction []
0x00007ffaf84fee8c dxcompiler.dll!UnknownFunction []
0x00007ffaf84fd14c dxcompiler.dll!UnknownFunction []
0x00007ffaf84fcfcf dxcompiler.dll!UnknownFunction []
0x00007ffaf8529677 dxcompiler.dll!UnknownFunction []
0x00007ffaf83c3c6e dxcompiler.dll!UnknownFunction []
0x00007ffaf83c50f9 dxcompiler.dll!UnknownFunction []
0x00007ffaf92994ae dxcompiler.dll!UnknownFunction []
0x00007ffaf9299319 dxcompiler.dll!UnknownFunction []
0x00007ffaf929a1c7 dxcompiler.dll!UnknownFunction []
0x00007ffaf92605ac dxcompiler.dll!UnknownFunction []
0x00007ffaf925fe39 dxcompiler.dll!UnknownFunction []
0x00007ffaf8563b50 dxcompiler.dll!UnknownFunction []
0x00007ffaf8563d94 dxcompiler.dll!UnknownFunction []
0x00007ffaf85568c4 dxcompiler.dll!UnknownFunction []
0x00007ffaf8e815aa dxcompiler.dll!UnknownFunction []
0x00007ffaf86ba138 dxcompiler.dll!UnknownFunction []
0x00007ffaf8556000 dxcompiler.dll!UnknownFunction []
0x00007ffaf86ba08e dxcompiler.dll!UnknownFunction []
0x00007ffaf80d5d10 dxcompiler.dll!UnknownFunction []
0x00007ffad3ff34fd ShaderCompileWorker-ShaderFormatD3D.dll!InnerDXCCompileWrapper() []
0x00007ffad3ff1593 ShaderCompileWorker-ShaderFormatD3D.dll!D3DCompileToDxil() []
0x00007ffad3fe9ce6 ShaderCompileWorker-ShaderFormatD3D.dll!CompileAndProcessD3DShaderDXC() []
0x00007ffad3ff037b ShaderCompileWorker-ShaderFormatD3D.dll!CompileD3DShader() []
0x00007ffad3ff0da0 ShaderCompileWorker-ShaderFormatD3D.dll!CompileShader_Windows() []
0x00007ffad3ff0ba5 ShaderCompileWorker-ShaderFormatD3D.dll!FShaderFormatD3D::CompileShader() []
0x00007ff7843c8bc3 ShaderCompileWorker.exe!ProcessCompilationJob() []
0x00007ff7843ca98e ShaderCompileWorker.exe!FWorkLoop::ProcessInputFromArchive() []
0x00007ff7843c5523 ShaderCompileWorker.exe!FWorkLoop::Loop() []
0x00007ff7843c2c03 ShaderCompileWorker.exe!GuardedMain() []
0x00007ff7843c2e5d ShaderCompileWorker.exe!GuardedMainWrapper() []
0x00007ff7843d2a4d ShaderCompileWorker.exe!wmain() []
0x00007ff7843d400c ShaderCompileWorker.exe!__scrt_common_main_seh() []
0x00007ffbc80a7614 KERNEL32.DLL!UnknownFunction []
0x00007ffbc94a26b1 ntdll.dll!UnknownFunction []

LogWindows: FPlatformMisc::RequestExit(0)
LogWindows: FPlatformMisc::RequestExitWithStatus(0, 0)
LogCore: Engine exit requested (reason: Win RequestExit)
LogShaderCompilers: Error: Expecting ShaderCompileWorker Single Jobs 83, got 0 instead! Forgot to build ShaderCompileWorker?
Message dialog closed, result: Ok, title: Message, text: Expecting ShaderCompileWorker Single Jobs 83, got 0 instead! Forgot to build ShaderCompileWorker?
LogWindows: FPlatformMisc::RequestExit(0)
LogWindows: FPlatformMisc::RequestExitWithStatus(0, 0)
LogCore: Engine exit requested (reason: Win RequestExit; note: exit was already requested)
LogShaderCompilers: Error: ShaderCompileWorker returned 0 single jobs, 10 expected
Message dialog closed, result: Ok, title: Message, text: ShaderCompileWorker returned 0 single jobs, 10 expected
LogWindows: FPlatformMisc::RequestExit(0)
LogWindows: FPlatformMisc::RequestExitWithStatus(0, 0)
LogCore: Engine exit requested (reason: Win RequestExit; note: exit was already requested)
LogFileManager: Error: Requested read of 4 bytes when 0 bytes remain (file=C:/Users/three/AppData/Local/Temp/UnrealShaderWorkingDir/7962EECC42C8B5EF9708C4AFB0DC8ABC/2/WorkerOutputOnly.out, size=5270)
LogShaderCompilers: Error: Expecting ShaderCompileWorker Pipeline Jobs 80, got -1 instead! Forgot to build ShaderCompileWorker?
Message dialog closed, result: Ok, title: Message, text: Expecting ShaderCompileWorker Pipeline Jobs 80, got -1 instead! Forgot to build ShaderCompileWorker?
LogWindows: FPlatformMisc::RequestExit(0)
LogWindows: FPlatformMisc::RequestExitWithStatus(0, 0)
LogCore: Engine exit requested (reason: Win RequestExit; note: exit was already requested)
LogFileManager: Error: Requested read of 4 bytes when 0 bytes remain (file=C:/Users/three/AppData/Local/Temp/UnrealShaderWorkingDir/7962EECC42C8B5EF9708C4AFB0DC8ABC/2/WorkerOutputOnly.out, size=5270)
LogShaderCompilers: Error: Worker returned 26 pipeline jobs, 0 expected
Message dialog closed, result: Ok, title: Message, text: Worker returned 26 pipeline jobs, 0 expected
LogWindows: FPlatformMisc::RequestExit(0)
LogWindows: FPlatformMisc::RequestExitWithStatus(0, 0)
LogCore: Engine exit requested (reason: Win RequestExit; note: exit was already requested)
LogWindows: Windows GetLastError: The operation completed successfully. (0)
